ID,Company_name,year,cgpa_criteria,branch_criteria,ce,entc,it,Male,Female,Total,sal_lpa
354,Mindstix Software Labs,2020 -21,NC,All (UG and PG),1,0,0,1,0,1,5.5
355,Mindtree,2021 -22,6.82,All(UG),0,1,0,1,0,1,4.5
356,Mini Orange,2023-24,6.8,ALl UG,0,1,1,2,0,2,6
357,miniorange,2021 -22,NC,All (UG and PG),1,0,0,0,1,1,11
358,miniOrange,2020 -21,6.82,All (UG and PG),9,5,6,18,2,20,6
359,miniOrange,2021 -22,NC,All (UG and PG),2,7,1,8,2,10,8
360,miniOrange,2019-20,NC,All(UG),1,2,1,4,0,4,7
361,miniOrange,2021 -22,NC,All (UG and PG),0,1,1,1,1,2,12
362,miniOrange,2021 -22,NC,All (UG and PG),0,3,1,4,0,4,10
363,miniOrange,2021 -22,NC,All (UG and PG),1,6,1,6,2,8,9
364,Mobikasa,2019-20,6.82,All(UG),0,0,0,0,0,0,7
365,Moxie,2020 -21,7,CE & IT (UG),0,0,0,0,0,0,9.6
366,Musigma,2019-20,6.82,CE & IT (UG),4,0,2,3,3,6,7
367,NCS,2023-24,6.82,ALL UG,4,0,2,5,1,6,6.82
368,Neal Analytics,2021 -22,6.82,CE & IT (UG),2,0,2,2,2,4,7
369,Neilsoft,2023-24,6.82,ALL UG,3,0,4,6,1,7,5
370,NICE Inc.,2022-23,6.5,All (UG),5,13,2,12,8,20,8
371,Nice Systems,2023-24,6.82,All UG,4,3,4,9,2,11,8
372,NICE Systems,2021 -22,6.5,All (UG),4,9,7,13,7,20,7.5
373,NICE Systems,2019-20,6.82,CE & IT (UG),4,0,4,4,4,8,7
374,NICE Systems,2020 -21,6.82,CE & IT (UG),7,0,5,8,4,12,7.25
375,Nihilent,2022-23,6,All (UG),0,3,0,2,1,3,8
376,Northern Trust,2023-24,0,All UG,0,0,3,0,3,3,12.5
377,NTT Business Solutions (SAP),2023-24,7,All UG,0,5,0,2,3,5,8
378,NTT Data,2020 -21,6.82,CE & IT (UG),1,0,0,0,1,1,3.5
379,Numerator,2019-20,6.82,All (UG),1,0,1,2,0,2,6
380,OFSS,2021 -22,7,All (UG and PG),3,10,1,11,3,14,6.56
381,oneXtel,2020 -21,7,CE & IT (UG),1,0,1,1,1,2,5.5
382,Oracle,2022-23,7,All (UG),2,6,6,12,2,14,7
383,Ordway Labs,2023-24,7.5,All UG,4,2,0,2,2,6,8
384,Ordway Labs,2022-23,6.82,All (UG),2,3,4,6,3,9,8
386,Palo Alto,2023-24,8,ALl UG,2,0,0,1,1,2,40
387,Paragyte,2019-20,6.82,All(UG),0,0,0,0,0,0,4
388,Paypal,2023-24,0,All UG,0,0,1,1,0,1,34.8
389,Paytm Money,2021 -22,7.95,CE & IT (UG & PG),9,0,2,10,1,11,16
390,Persistant,2022-23,PPO,CS & IT (UG),0,0,1,1,0,1,9
391,Persistant,2022-23,PPO,All (UG),1,0,0,1,0,1,7.8
392,Persistent,2020 -21,6.82,CE & IT (UG),1,0,3,3,1,4,4.51
393,Persistent,2019-20,6.82,CE & IT (UG),2,0,1,1,2,3,4.41
394,Persistent,2020 -21,6.82,E&TC (UG),0,10,0,6,4,10,4.51
395,Persistent,2021 -22,6.82,All (UG),11,3,16,17,13,30,7.5
396,Persistent,2020 -21,PPO,CE & IT (UG),1,0,0,1,0,1,6.41
397,Persistent,2021 -22,6.82,E&TC (UG),0,4,0,2,2,4,4.71
398,Persistent,2020 -21,6.82,CE & IT (UG),2,0,2,4,0,4,6.41
399,Persistent,2021 -22,6.82,CE & IT (UG),0,0,0,0,0,0,12.41
400,Persistent,2019-20,6.82,CE & IT (UG),1,0,0,1,0,1,8.41
401,Persistent,2021 -22,6.82,All (UG),3,0,3,5,1,6,9
402,Persistent Systems,2023-24,6.82,ALl UG,3,0,2,4,1,5,7.8
403,PharmEasy,2021 -22,6.82,CE & IT (UG),2,0,0,2,0,2,20
404,PharmEasy,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,11
405,PhonePe,2019-20,7.95,All (UG),1,0,2,3,0,3,38
406,PhonePe,2023-24,6,All UG,2,0,1,3,0,3,33.53
407,PhonePe,2022-23,6,All (UG),2,1,1,4,0,4,33.14
408,PhonePe,2021 -22,7.5,All (UG and PG),3,0,0,3,0,3,30.5
409,PhonePe,2020 -21,7.5,All (UG and PG),1,0,0,0,1,1,30.5
410,PlanetSpark,2020 -21,NC,All (UG),0,2,1,2,1,3,6.5
411,Platform 9,2021 -22,6.82,All (UG),2,0,1,2,1,3,14
412,Platform9 Systems,2020 -21,7,All (UG),2,0,3,5,0,5,10
413,Principal Global Services,2022-23,NC,All (UG),2,10,5,14,3,17,8
414,Principal Global Solutions,2023-24,6.82,All UG,11,5,3,16,3,19,8
415,Product Dossier,2020 -21,6.82,CE & IT (UG),2,0,4,3,3,6,3.5
416,Productdossier,2021 -22,0,All(UG),0,1,0,1,0,1,3
417,Promobi Technology,2022-23,7,All (UG),1,0,1,2,0,2,8
418,PTC Software,2020 -21,NC,All (UG and PG),1,1,1,1,2,3,6
419,Publicis Sapient,2021 -22,6.5,All (UG),0,8,0,4,4,8,6.5
420,PublicisSapient,2020 -21,7.82,All (UG),0,3,0,2,1,3,6.5
421,Pubmatic,2023-24,7.386,CS&IT,6,0,3,9,0,9,18.38
422,Pubmatic,2021 -22,7.38,CE & IT (UG & PG),1,0,0,1,0,1,11.62
423,Pubmatic,2019-20,NC,CE & IT (UG),1,0,2,3,0,3,9.42
424,PubMatic,2020 -21,7.38,CE & IT (UG and PG),1,0,0,1,0,1,9.52
425,Pubmatic (Drive2),2023-24,7.38,CS&IT,3,0,1,2,2,4,18.38
426,PubMatic India,2022-23,NC,CS & IT (UG),10,0,6,15,1,16,13
427,Purplle.com,2020 -21,NC,All (UG),0,0,0,0,0,0,6.5
428,PWC,2023-24,0,All UG,0,0,1,1,0,1,6.5
429,Qualys,2023-24,6.82,All UG,6,0,7,11,2,13,7.25
430,Quantiphi,2019-20,7.3,All(UG),2,2,2,3,3,6,8.5
431,Quantiphi,2020 -21,7.38,All (UG) & CE (PG),4,0,5,7,2,9,8.5
432,Quantiphi,2019-20,7.3,All(UG),1,0,0,1,0,1,9.5
433,Quantiphi Analytics,2022-23,NC,All (UG),3,7,1,8,3,11,8.5
434,Quorum Softwares,2023-24,8,CE&IT,3,0,0,3,0,3,8
435,RackWare,2019-20,8.5,All(UG),0,1,1,0,2,2,9
436,RackWare Technologies,2020 -21,8.5,All (UG),6,0,0,6,0,6,9
437,Raja Software Lab,2019-20,6.82,All (UG and PG),2,0,1,2,1,3,5
438,Rakuten,2020 -21,7.5,All (UG and PG),0,0,0,0,0,0,36.14
439,Rakuten,2019-20,6.82,All (UG and PG),2,0,0,0,2,2,37.18
440,RBL Bank,2020 -21,6.82,CE & IT (UG),4,0,0,1,3,4,9
441,RBL Bank,2022-23,NC,All (UG),6,0,0,5,1,6,9
442,RBL Bank,2021 -22,PPO,CE & IT (UG),1,0,0,0,1,1,9
443,RBL Bank,2019-20,6.82,CE & I T (UG),3,0,2,2,3,5,9
444,RBL Bank,2021 -22,NC,All (UG),1,4,3,2,6,8,9
445,Red Panda,2020 -21,6.82,All (UG),1,1,1,3,0,3,5
446,Redpanda,2019-20,5.68,All(UG),2,0,0,2,0,2,5
447,RedPanda,2021 -22,6.82,All(UG),0,1,0,0,1,1,6
448,Reflexis,2019-20,6,CE & IT (UG),3,0,0,2,1,3,6
449,Relfor Lab,2019-20,NC,All (UG),0,0,0,0,0,0,5
450,Reliance,2021 -22,6.82,All(UG),0,0,0,0,0,0,4.25
451,Reposenergy,2019-20,NC,All(UG),0,0,0,0,0,0,3.5
452,Ria Advisory,2023-24,8,AlL UG,3,0,2,5,0,5,8.5
453,RIA Advisory,2021 -22,7.5,All (UG),0,4,1,2,3,5,5.5
454,RIA Advisory,2020 -21,7.38,All (UG),3,2,1,4,2,6,5.5
455,RIA Advisory,2019-20,6.82,All(UG),8,4,1,10,3,13,6
456,RIA Advisory LLP,2022-23,7,All (UG),3,4,2,7,2,9,9.25
457,Rinex,2023-24,6.62,AlL UG,2,7,1,7,3,10,5.2
458,Rocket Software,2021 -22,NC,All(UG),1,1,0,2,0,2,10.5
459,Rockwell Automation,2023-24,7.5,CE&IT,4,0,2,5,1,6,9
460,Rockwell Automation (E),2023-24,6,Entc,0,3,0,3,0,3,6
461,rtCamp,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,12
462,Rudder Analytics,2020 -21,6.25,All (UG) and CE (PG),0,0,0,0,0,0,4
463,Ryussi Technologies,2019-20,6.82,CE & IT (UG),0,0,1,1,0,1,7.5
464,Ryussi Technologies,2020 -21,6.82,CE & IT (UG),1,0,0,1,0,1,7.5
465,Ryussi Technologies,2021 -22,7,CE & IT (UG),0,0,2,2,0,2,7.5
466,Ryussi Technologies,2023-24,7.5,CE&IT,2,0,0,2,0,2,16
467,Sagitec,2019-20,6.82,CE & IT (UG),2,0,1,1,2,3,5
468,Sagitec,2023-24,6.82,ALl UG,0,3,0,2,1,3,5
469,Sagitec,2020 -21,6.82,CE & IT (UG),0,0,2,1,1,2,4
470,Salesforce,2020 -21,7.95,CE & IT (UG - Female),2,0,0,0,2,2,8.57
471,Samsung Semiconductor,2022-23,7,All (UG),2,5,1,7,1,8,21
472,Sandvine,2021 -22,7.5,All (UG),1,0,0,1,0,1,15.25
473,Sapient,2019-20,6.82,All (UG),2,1,3,6,0,6,8.5
474,SAS,2020 -21,6.82,CE & IT (UG),0,0,1,1,0,1,7.38
475,Sasken,2023-24,6.82,ALL UG,0,1,0,1,0,1,5
476,Schlumberger,2022-23,PPO,All (UG),0,2,1,0,3,3,9.58
477,Schlumberger,2021 -22,PPO,All (UG),2,2,1,0,5,5,9.58
478,Schlumberger,2023-24,7,All UG,0,0,2,0,2,2,19.73
479,Schlumberger,2019-20,6.82,All (UG and PG),0,1,0,1,0,1,8.8
480,Schlumberger,2020 -21,6.82,All (UG),0,1,1,0,2,2,8.8
481,Schlumberger (PWD Drive),2023-24,5.68,ALL UG,0,0,1,1,0,1,9
482,Screen Magic,2020 -21,6.82,CE & IT (UG and PG),2,0,2,1,3,4,7.3
483,SE2,2019-20,6.82,All(UG),7,4,2,11,2,13,8
484,SE2,2020 -21,6.82,All (UG),1,0,3,2,2,4,6.5
485,Searce,2023-24,6.82,All UG,1,2,2,4,1,5,8
486,Searce,2022-23,6.5,All (UG),3,4,1,6,2,8,12
487,Sedemac Mechatronics,2020 -21,7,E&TC (UG),0,1,0,1,0,1,9
488,Sell.do,2020 -21,6.82,CE & IT (UG),3,0,0,2,1,3,7.87
489,Sell.do,2023-24,6.82,CS&IT,2,0,2,4,0,4,7.5
490,Sell.do,2021 -22,8,CE & IT (UG),0,0,1,0,1,1,7.8
491,Sell.do,2020 -21,6.82,All (UG and PG),0,0,0,0,0,0,4
492,Sell.do,2021 -22,6.82,All(UG),0,1,0,1,0,1,3.85
493,Sell.do,2021 -22,8,CE & IT (UG),3,0,2,4,1,5,13.26
494,Sell.Do (Beyondwalls),2022-23,7,All (UG),1,0,1,1,1,2,6
495,Shoreline,2019-20,6.82,All(UG),0,0,0,0,0,0,6.5
496,Siemens,2023-24,PPO,All UG,3,2,1,2,4,6,11
497,Siemens,2021 -22,7.5,CE & IT (UG & PG),6,3,7,8,8,16,11
498,Siemens,2022-23,PPO,All (UG),1,8,2,8,3,11,11
499,Siemens,2019-20,7.95,All (UG),9,1,0,5,5,10,9
500,Siemens,2020 -21,7.95,All (UG and PG),5,0,2,7,0,7,9
501,Siemens,2022-23,7,All (UG),4,4,1,1,8,9,11
502,Siemens Regular,2023-24,PPO,ALL UG,0,4,3,4,3,7,11
503,Sincro (CDK Global),2019-20,6.25,CE & IT (UG/PG),3,0,0,1,2,3,7.75
504,Sophos,2020 -21,6.82,All (UG),3,2,3,6,2,8,6.3
505,Sophos Technologies,2021 -22,6.82,All (UG),0,1,0,1,0,1,7.87
506,Source.One,2022-23,NC,All (UG),0,3,0,3,0,3,12
507,STL,2019-20,6.82,All (UG),3,2,0,2,3,5,8
508,Suzlon,2022-23,6.5,All (UG),0,1,0,1,0,1,7.2
509,Swasthya AI,2020 -21,6.82,All (UG),0,0,0,0,0,0,6
510,Symbl.ai,2020 -21,6.82,All (UG),0,1,0,1,0,1,12
511,T Systems,2021 -22,0,All(UG),1,0,1,1,1,2,7.5
512,Talentio,2020 -21,5.68,All (UG and PG),0,0,0,0,0,0,3
513,Tavisca Solutions,2021 -22,7.38,CE & IT (UG),4,0,2,5,1,6,14
514,TCS Digital,2021 -22,7.95,All (UG and PG),1,5,1,4,3,7,7.01
515,TCS Digital,2020 -21,7.95,All (UG and PG),12,12,5,21,8,29,7
516,TCS Digital,2019-20,7.95,All (UG/PG),3,2,0,5,0,5,7
517,TCS Digital,2023-24,0,ALL UG,10,11,13,29,5,34,7
518,TCS Digital,2022-23,6.5,All (UG),1,0,0,1,0,1,7
519,TCS Ninja,2020 -21,7.95,All (UG and PG),1,5,1,3,4,7,3.36
520,TCS Ninja,2019-20,6.82,All (UG and PG),1,1,0,0,2,2,3.5
521,TCS Ninja,2021 -22,6.82,All (UG and PG),0,1,0,0,1,1,3.36
522,TCS Prime,2023-24,0,ALL UG,3,3,1,7,0,7,9
523,TCS R&D,2023-24,0,All UG,1,0,0,1,0,1,9
524,TCS R&I,2022-23,8,All (UG),2,0,1,2,1,3,9
525,Tech Prescient,2019-20,6.82,All(UG),1,0,0,0,1,1,6
526,Tech Verito,2023-24,8,CE&IT,0,0,1,0,1,1,8
527,TechVerito,2020 -21,7.38,CE & IT (UG),0,0,0,0,0,0,6
528,Tiaa India,2023-24,PPO,All UG,1,2,3,3,3,6,10.48
529,TIAA India,2022-23,NC,All (UG),4,4,0,6,2,8,10.48
530,TIBCO,2020 -21,6.82,CE & IT (UG),1,0,1,1,1,2,7
531,Toshiba,2022-23,7,All (UG),1,1,1,3,0,3,10
532,Toshiba,2023-24,8,All UG,0,1,1,2,0,2,10
533,Toshiba,2021 -22,7.95,IT(UG),0,0,3,2,1,3,9
534,Tracelink,2019-20,7.31,All(UG),2,2,0,4,0,4,8
535,Tracelink,2020 -21,7,CE & IT (UG),5,0,0,4,1,5,9
536,Tracelink,2021 -22,7.5,All (UG),0,3,2,5,0,5,11.5
537,Tracelink,2023-24,PPO,All UG,3,0,1,4,0,4,12.75
538,Tracelink,2022-23,PPO,All (UG),4,0,0,3,1,4,12.75
539,Trading Technologies,2022-23,7,All (UG),0,0,1,1,0,1,12
540,Trilogy Innovations,2021 -22,NC,All (UG and PG),0,0,1,1,0,1,36.5
541,Trilogy Innovations,2020 -21,NC,All (UG),0,0,0,0,0,0,31
542,Trilogy Innovations,2022-23,NC,All (UG),0,0,0,0,0,0,36.5
543,Tripstack,2021 -22,0,All(UG),0,1,0,0,1,1,5.5
544,Turing,2023-24,6.82,ALL UG,1,1,0,2,0,2,7
545,Turtlemint,2019-20,7.95,CE & IT (UG),0,0,0,0,0,0,12
546,Turtlemint,2021 -22,7,All (UG),2,1,0,2,1,3,19
547,Turtlemint,2022-23,7,All (UG),4,0,1,4,1,5,18
548,Ubisoft,2021 -22,NC,All (UG),0,3,0,1,2,3,7.5
549,Ubisoft,2019-20,NC,All (UG),0,0,0,0,0,0,7
550,UBS,2022-23,7,All (UG),6,7,5,17,1,18,12.5
551,UBS,2020 -21,PPO,All (UG),2,0,1,3,0,3,10
552,UBS,2021 -22,7,All (UG),6,0,6,10,4,14,10
553,UBS,2022-23,PPO,All (UG),5,4,6,13,2,15,12.5
554,UBS,2023-24,6.82,All UG,3,4,4,9,1,11,12.5
555,UBS,2023-24,PPO,All UG,7,1,3,10,1,11,12.5
556,UBS,2019-20,7.95,All (UG),6,0,2,6,2,8,8.5
557,UBS,2020 -21,7.95,All (UG),3,0,0,2,1,3,10
558,UBS,2021 -22,PPO,All (UG),3,0,0,3,0,3,10
559,udChalo,2019-20,7,CE & IT (UG),1,0,2,1,2,3,8.5
560,udChalo,2020 -21,6.5,All (UG),2,0,2,4,0,4,6.35
561,Ugam,2022-23,8,All (UG),0,0,2,2,0,2,9
562,Unschool,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,5
563,Uolo.com,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,12
564,UptiQ,2023-24,6.82,All UG,1,0,0,1,0,1,22.5
565,UPTIQ,2022-23,6.82,All (UG),1,0,2,3,0,3,22
566,Valuefy,2019-20,6.82,All(UG),0,0,0,0,0,0,6
567,Valuence Holdings,2020 -21,NC,All (UG and PG),2,0,0,1,1,2,21.22
568,Varian Medical System,2021 -22,6.82,All (UG),0,1,0,0,1,1,8.5
569,Veras Retail,2022-23,6.5,All (UG),1,1,0,1,1,2,7
570,Veras Retail,2021 -22,6.82,All (UG),0,1,0,1,0,1,7
571,Veritas,2023-24,0,ALl UG,0,0,0,0,0,0,16
572,Veritas,2019-20,6.82,CE & I T (UG),3,0,0,3,0,3,10.75
573,Veritas,2021 -22,6.82,CE & IT (UG),2,0,0,2,0,2,11.75
574,Veritas India,2022-23,NC,CS & IT (UG),0,0,2,2,0,2,15.97
575,Veritas Technologies,2020 -21,6.82,CE & IT (UG),1,0,1,1,1,2,11.34
576,Vertical Fox,2023-24,6.82,All UG,0,1,1,1,1,2,9
577,Vertical Fox,2020 -21,6.82,CE & IT (UG),1,0,1,2,0,2,6
578,Vertiv,2022-23,NC,All (UG),2,2,2,5,1,6,4.5
579,Visteon,2022-23,8.5,All (UG),0,4,0,4,0,4,7
580,Vodafone,2020 -21,6.82,All (UG),0,8,2,6,4,10,4.25
581,Vodafone,2021 -22,6.82,All (UG),1,1,0,1,1,2,4.25
582,Vodafone,2019-20,6.82,All UG,0,11,1,7,5,12,4.25
583,Wednesday Solutions,2020 -21,NC,CE & IT (UG and PG),1,0,2,3,0,3,6
584,Winjit Technologies,2019-20,6.82,CE & IT (UG),1,0,0,1,0,1,6.22
585,Winjit Technologies,2020 -21,6.82,CE & IT (UG),0,0,1,0,1,1,4.5
586,WisdmLabs,2023-24,6.82,ALl UG,1,2,0,2,1,3,6.5
587,Wissen Technology,2022-23,NC,All (UG),3,4,3,9,1,10,8
588,Wissen Technology,2023-24,7.5,All UG,2,2,1,4,1,5,9.5
589,Wissen Technology,2019-20,7.5,All (UG),1,0,0,1,0,1,12
590,Xorient,2019-20,6.82,CE & IT (UG),0,0,0,0,0,0,4.5
591,Xpanxion,2019-20,6.82,All(UG),0,2,0,1,1,2,4.5
592,Yahoo (Japan),2019-20,7,All (UG and PG),1,0,0,1,0,1,34.82
593,Yardi,2022-23,6.82,All (UG),1,4,1,5,1,6,5.5
594,Yardi,2023-24,6.82,ALL UG,4,3,6,8,5,13,5.5
595,Yardi,2020 -21,6.59,All (UG),7,11,7,10,15,25,4.5
596,Yardi,2019-20,6.82,All(UG),3,7,0,6,4,10,5
597,Zensar,2021 -22,6.82,All (UG),2,10,1,9,4,13,7
598,Zensar,2023-24,7.38,ALL UG,1,0,1,2,0,2,10
599,Zinrelo,2022-23,7,CS & IT (UG),3,0,1,2,2,4,8
600,Zocdoc,2020 -21,6.82,All (UG),0,1,0,1,0,1,4.8
601,ZS Associates,2019-20,6.82,All (UG),9,5,5,13,6,19,8.9
602,ZS Associates,2020 -21,6.5,All (UG),14,6,4,16,8,24,8.93
603,ZS Associates,2023-24,0,All UG,3,8,1,10,2,12,13.65
604,ZS Associates,2022-23,PPO,All (UG),1,3,1,3,2,5,12.58
605,ZS Associates,2021 -22,6.5,All (UG),4,6,7,7,10,17,12.5
606,ZS Associates,2022-23,7,All (UG),3,3,3,2,7,9,13.65
607,ZS Associates,2021 -22,PPO,All (UG),0,1,0,1,0,1,12.5
608,ZS Associates,2020 -21,PPO,All (UG),1,2,2,2,3,5,8.93
