ID,Table Names,unique_id,Company_name,year,cgpa_criteria,branch_criteria,ce,ce_shift1,ce_shift2,entc,entc_shift1,entc_shift2,it,Male,Female,Total,sal_lpa
196,Placement Report_modified_ 2020-21.csv,89,miniOrange,2020 -21,6.82,All (UG and PG),9,7,2,5,5,0,6,18,2,20,6
197,Placement Report_modified_ 2020-21.csv,88,Mindstix Software Labs,2020 -21,NC,All (UG and PG),1,1,0,0,0,0,0,1,0,1,5.5
198,Placement Report_modified_ 2020-21.csv,87,Mindstix Software Labs,2020 -21,NC,All (UG and PG),1,0,1,0,0,0,1,1,1,2,6.3
199,Placement Report_modified_ 2020-21.csv,86,Medly Pharmacy,2020 -21,6.82,CE & IT (UG and PG),2,1,1,0,0,0,1,3,0,3,7
200,Placement Report_modified_ 2020-21.csv,85,McKinley & Rice,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,0,0,0,0,5
201,Placement Report_modified_ 2020-21.csv,84,Mastercard,2020 -21,7.5,All (UG),7,5,2,1,0,1,6,4,10,14,9.69
202,Placement Report_modified_ 2020-21.csv,83,L & T Infotech,2020 -21,6.82,All (UG),0,0,0,0,0,0,1,1,0,1,10
203,Placement Report_modified_ 2020-21.csv,82,L & T Infotech,2020 -21,6.82,All (UG),6,6,0,14,9,5,2,14,8,22,5
204,Placement Report_modified_ 2020-21.csv,81,L & T Infotech,2020 -21,6.82,All (UG),1,1,0,4,4,0,0,5,0,5,6.5
205,Placement Report_modified_ 2020-21.csv,80,L & T Infotech,2020 -21,6.82,All (UG),0,0,0,2,2,0,1,3,0,3,8
206,Placement Report_modified_ 2020-21.csv,146,Winjit Technologies,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,1,0,1,1,4.5
207,Placement Report_modified_ 2020-21.csv,147,Yardi,2020 -21,6.59,All (UG),7,4,3,11,9,2,7,10,15,25,4.5
208,Placement Report_modified_ 2020-21.csv,148,Zocdoc,2020 -21,6.82,All (UG),0,0,0,1,1,0,0,1,0,1,4.8
209,Placement Report_modified_ 2020-21.csv,149,ZS Associates,2020 -21,PPO,All (UG),1,0,1,2,2,0,2,2,3,5,8.93
210,Placement Report_modified_ 2020-21.csv,150,ZS Associates,2020 -21,6.5,All (UG),14,9,5,6,5,1,4,16,8,24,8.93
211,Placement Report_modified_ 2020-21.csv,79,Kylas,2020 -21,6.82,All (UG and PG),2,1,1,0,0,0,2,3,1,4,13.11
212,Placement Report_modified_ 2020-21.csv,78,Kylas,2020 -21,6.82,All (UG and PG),0,0,0,0,0,0,0,0,0,0,4
213,Placement Report_modified_ 2020-21.csv,77,K12 Techno Services,2020 -21,NC,All (UG and PG),0,0,0,5,5,0,1,5,2,7,6
214,Placement Report_modified_ 2020-21.csv,76,Jombay,2020 -21,NC,CE & IT (UG),1,1,0,0,0,0,0,1,0,1,10
215,Placement Report_modified_ 2020-21.csv,75,JISA Softech,2020 -21,NC,All (UG),0,0,0,1,1,0,0,1,0,1,4
216,Placement Report_modified_ 2020-21.csv,74,Jio,2020 -21,6.82,All (UG),1,1,0,0,0,0,0,1,0,1,5
217,Placement Report_modified_ 2020-21.csv,73,Jaro Education,2020 -21,NC,All (UG),0,0,0,0,0,0,0,0,0,0,6.6
218,Placement Report_modified_ 2020-21.csv,115,Ryussi Technologies,2020 -21,6.82,CE & IT (UG),1,1,0,0,0,0,0,1,0,1,7.5
219,Placement Report_modified_ 2020-21.csv,114,Rudder Analytics,2020 -21,6.25,All (UG) and CE (PG),0,0,0,0,0,0,0,0,0,0,4
220,Placement Report_modified_ 2020-21.csv,113,rtCamp,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,0,0,0,0,12
221,Placement Report_modified_ 2020-21.csv,112,RIA Advisory,2020 -21,7.38,All (UG),3,2,1,2,2,0,1,4,2,6,5.5
222,Placement Report_modified_ 2020-21.csv,111,Red Panda,2020 -21,6.82,All (UG),1,1,0,1,1,0,1,3,0,3,5
223,Placement Report_modified_ 2020-21.csv,110,RBL Bank,2020 -21,6.82,CE & IT (UG),4,2,2,0,0,0,0,1,3,4,9
224,Placement Report_modified_ 2020-21.csv,109,Rakuten,2020 -21,7.5,All (UG and PG),0,0,0,0,0,0,0,0,0,0,36.14
225,Placement Report_modified_ 2020-21.csv,108,RackWare Technologies,2020 -21,8.5,All (UG),6,6,0,0,0,0,0,6,0,6,9
226,Placement Report_modified_ 2020-21.csv,107,Quantiphi,2020 -21,7.38,All (UG) & CE (PG),4,4,0,0,0,0,5,7,2,9,8.5
227,Placement Report_modified_ 2020-21.csv,106,Purplle.com,2020 -21,NC,All (UG),0,0,0,0,0,0,0,0,0,0,6.5
228,Placement Report_modified_ 2020-21.csv,105,PubMatic,2020 -21,7.38,CE & IT (UG and PG),1,1,0,0,0,0,0,1,0,1,9.52
229,Placement Report_modified_ 2020-21.csv,104,PublicisSapient,2020 -21,7.82,All (UG),0,0,0,3,3,0,0,2,1,3,6.5
230,Placement Report_modified_ 2020-21.csv,103,PTC Software,2020 -21,NC,All (UG and PG),1,1,0,1,0,1,1,1,2,3,6
231,Placement Report_modified_ 2020-21.csv,102,Product Dossier,2020 -21,6.82,CE & IT (UG),2,1,1,0,0,0,4,3,3,6,3.5
232,Placement Report_modified_ 2020-21.csv,101,Platform9 Systems,2020 -21,7,All (UG),2,2,0,0,0,0,3,5,0,5,10
233,Placement Report_modified_ 2020-21.csv,100,PlanetSpark,2020 -21,NC,All (UG),0,0,0,2,1,1,1,2,1,3,6.5
234,Placement Report_modified_ 2020-21.csv,99,PhonePe,2020 -21,7.5,All (UG and PG),1,1,0,0,0,0,0,0,1,1,30.5
235,Placement Report_modified_ 2020-21.csv,98,PharmEasy,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,0,0,0,0,11
236,Placement Report_modified_ 2020-21.csv,97,Persistent,2020 -21,6.82,E&TC (UG),0,0,0,10,7,3,,6,4,10,4.51
237,Placement Report_modified_ 2020-21.csv,96,Persistent,2020 -21,6.82,CE & IT (UG),1,1,0,0,0,0,3,3,1,4,4.51
238,Placement Report_modified_ 2020-21.csv,95,Persistent,2020 -21,PPO,CE & IT (UG),1,1,0,0,0,0,0,1,0,1,6.41
239,Placement Report_modified_ 2020-21.csv,94,Persistent,2020 -21,6.82,CE & IT (UG),2,2,0,0,0,0,2,4,0,4,6.41
240,Placement Report_modified_ 2020-21.csv,93,oneXtel,2020 -21,7,CE & IT (UG),1,0,1,0,0,0,1,1,1,2,5.5
241,Placement Report_modified_ 2020-21.csv,92,NTT Data,2020 -21,6.82,CE & IT (UG),1,1,0,0,0,0,0,0,1,1,3.5
242,Placement Report_modified_ 2020-21.csv,145,Wednesday Solutions,2020 -21,NC,CE & IT (UG and PG),1,1,0,0,0,0,2,3,0,3,6
243,Placement Report_modified_ 2020-21.csv,144,Vodafone,2020 -21,6.82,All (UG),0,0,0,8,6,2,2,6,4,10,4.25
244,Placement Report_modified_ 2020-21.csv,116,Sagitec,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,2,1,1,2,4
245,Placement Report_modified_ 2020-21.csv,117,Salesforce,2020 -21,7.95,CE & IT (UG - Female),2,1,1,0,0,0,0,0,2,2,8.57
246,Placement Report_modified_ 2020-21.csv,118,SAS,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,1,1,0,1,7.38
247,Placement Report_modified_ 2020-21.csv,119,Schlumberger,2020 -21,6.82,All (UG),0,0,0,1,0,1,1,0,2,2,8.8
248,Placement Report_modified_ 2020-21.csv,120,Screen Magic,2020 -21,6.82,CE & IT (UG and PG),2,2,0,0,0,0,2,1,3,4,7.3
249,Placement Report_modified_ 2020-21.csv,121,SE2,2020 -21,6.82,All (UG),1,0,1,0,0,0,3,2,2,4,6.5
250,Placement Report_modified_ 2020-21.csv,122,Sedemac Mechatronics,2020 -21,7,E&TC (UG),0,0,0,1,1,0,,1,0,1,9
251,Placement Report_modified_ 2020-21.csv,123,Sell.do,2020 -21,6.82,All (UG and PG),0,0,0,0,0,0,0,0,0,0,4
252,Placement Report_modified_ 2020-21.csv,124,Sell.do,2020 -21,6.82,CE & IT (UG),3,2,1,0,0,0,0,2,1,3,7.87
253,Placement Report_modified_ 2020-21.csv,143,Vertical Fox,2020 -21,6.82,CE & IT (UG),1,1,0,0,0,0,1,2,0,2,6
254,Placement Report_modified_ 2020-21.csv,126,Sophos,2020 -21,6.82,All (UG),3,3,0,2,1,1,3,6,2,8,6.3
255,Placement Report_modified_ 2020-21.csv,128,Symbl.ai,2020 -21,6.82,All (UG),0,0,0,1,0,1,0,1,0,1,12
256,Placement Report_modified_ 2020-21.csv,129,Talentio,2020 -21,5.68,All (UG and PG),0,0,0,0,0,0,0,0,0,0,3
257,Placement Report_modified_ 2020-21.csv,130,TCS Digital,2020 -21,7.95,All (UG and PG),12,11,1,12,10,2,5,21,8,29,7
258,Placement Report_modified_ 2020-21.csv,131,TCS Ninja,2020 -21,7.95,All (UG and PG),1,1,0,5,3,2,1,3,4,7,3.36
259,Placement Report_modified_ 2020-21.csv,132,TechVerito,2020 -21,7.38,CE & IT (UG),0,0,0,0,0,0,0,0,0,0,6
260,Placement Report_modified_ 2020-21.csv,133,TIBCO,2020 -21,6.82,CE & IT (UG),1,0,1,0,0,0,1,1,1,2,7
261,Placement Report_modified_ 2020-21.csv,134,Tracelink,2020 -21,7,CE & IT (UG),5,4,1,0,0,0,0,4,1,5,9
262,Placement Report_modified_ 2020-21.csv,135,Trilogy Innovations,2020 -21,NC,All (UG),0,0,0,0,0,0,0,0,0,0,31
263,Placement Report_modified_ 2020-21.csv,136,UBS,2020 -21,PPO,All (UG),2,2,0,0,0,0,1,3,0,3,10
264,Placement Report_modified_ 2020-21.csv,137,UBS,2020 -21,7.95,All (UG),3,2,1,0,0,0,0,2,1,3,10
265,Placement Report_modified_ 2020-21.csv,138,udChalo,2020 -21,6.5,All (UG),2,2,0,0,0,0,2,4,0,4,6.35
266,Placement Report_modified_ 2020-21.csv,139,Unschool,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,0,0,0,0,5
267,Placement Report_modified_ 2020-21.csv,140,Uolo.com,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,0,0,0,0,12
268,Placement Report_modified_ 2020-21.csv,5,Accenture,2020 -21,7.38,All (UG),0,0,0,2,2,0,0,1,1,2,6.5
269,Placement-Report_modified_2021-22.csv,94,64Squares,2021 -22,6.82,All (UG),0,0,0,1,1,0,0,1,0,1,7.5
270,Placement-Report_modified_2021-22.csv,69,miniOrange,2021 -22,NC,All (UG and PG),0,0,0,1,1,0,1,1,1,2,12
271,Placement-Report_modified_2021-22.csv,95,Credit Suisse,2021 -22,PPO,CE & IT (UG),2,1,1,0,0,0,3,3,2,5,13.59
272,Placement-Report_modified_2021-22.csv,33,PhonePe,2021 -22,7.5,All (UG and PG),3,3,0,0,0,0,0,3,0,3,30.5
273,Placement-Report_modified_2021-22.csv,32,Toshiba,2021 -22,7.95,IT(UG),0,0,0,0,0,0,3,2,1,3,9
274,Placement-Report_modified_2021-22.csv,31,Barclays,2021 -22,6.82,CE & IT (UG),17,11,6,0,0,0,15,23,9,32,12.73
275,Placement-Report_modified_2021-22.csv,30,NICE Systems,2021 -22,6.5,All (UG),4,3,1,9,8,1,7,13,7,20,7.5
276,Placement-Report_modified_2021-22.csv,29,Veritas,2021 -22,6.82,CE & IT (UG),2,1,1,0,0,0,0,2,0,2,11.75
277,Placement-Report_modified_2021-22.csv,28,Pubmatic,2021 -22,7.38,CE & IT (UG & PG),1,1,0,0,0,0,0,1,0,1,11.62
278,Placement-Report_modified_2021-22.csv,27,Adobe,2021 -22,PPO,All (UG),1,1,0,0,0,0,0,0,1,1,40.92
279,Placement-Report_modified_2021-22.csv,26,Tavisca Solutions,2021 -22,7.38,CE & IT (UG),4,2,2,0,0,0,2,5,1,6,14
280,Placement-Report_modified_2021-22.csv,25,EQ Technologic,2021 -22,6.82,E&TC (UG),0,0,0,5,3,2,,4,1,5,10.22
281,Placement-Report_modified_2021-22.csv,24,EQ Technologic,2021 -22,6.82,All (UG),6,5,1,1,1,0,4,9,2,11,11.89
282,Placement-Report_modified_2021-22.csv,23,Platform 9,2021 -22,6.82,All (UG),2,1,1,0,0,0,1,2,1,3,14
283,Placement-Report_modified_2021-22.csv,22,Mastercard,2021 -22,7.5,All (UG),2,2,0,3,3,0,6,6,5,11,9.69
284,Placement-Report_modified_2021-22.csv,21,TCS Digital,2021 -22,7.95,All (UG and PG),1,1,0,5,4,1,1,4,3,7,7.01
285,Placement-Report_modified_2021-22.csv,20,Persistent,2021 -22,6.82,All (UG),11,7,4,3,2,1,16,17,13,30,7.5
286,Placement-Report_modified_2021-22.csv,19,Persistent,2021 -22,6.82,All (UG),3,1,2,0,0,0,3,5,1,6,9
287,Placement-Report_modified_2021-22.csv,18,Persistent,2021 -22,6.82,CE & IT (UG),0,0,0,0,0,0,0,0,0,0,12.41
288,Placement-Report_modified_2021-22.csv,17,BMC Software,2021 -22,6.82,All (UG),3,3,0,0,0,0,2,5,0,5,12.5
289,Placement-Report_modified_2021-22.csv,16,Arista Networks,2021 -22,8,All (UG),3,3,0,0,0,0,1,4,0,4,21.5
290,Placement-Report_modified_2021-22.csv,15,Arista Networks,2021 -22,PPO,All (UG),0,0,0,0,0,0,0,0,0,0,21.5
291,Placement-Report_modified_2021-22.csv,14,Schlumberger,2021 -22,PPO,All (UG),2,0,2,2,1,1,1,0,5,5,9.58
292,Placement-Report_modified_2021-22.csv,13,UBS,2021 -22,7,All (UG),6,5,1,0,0,0,6,10,4,14,10
293,Placement-Report_modified_2021-22.csv,12,UBS,2021 -22,PPO,All (UG),3,2,1,0,0,0,0,3,0,3,10
294,Placement-Report_modified_2021-22.csv,11,Siemens,2021 -22,7.5,CE & IT (UG & PG),6,5,1,3,3,0,7,8,8,16,11
295,Placement-Report_modified_2021-22.csv,10,FinIQ,2021 -22,NC,CE & IT (UG),2,2,0,0,0,0,2,2,2,4,16.3
296,Placement-Report_modified_2021-22.csv,9,Avaya,2021 -22,7.5,All (UG),6,4,2,0,0,0,6,10,2,12,12.07
297,Placement-Report_modified_2021-22.csv,8,ZS Associates,2021 -22,6.5,All (UG),4,3,1,6,5,1,7,7,10,17,12.5
298,Placement-Report_modified_2021-22.csv,7,ZS Associates,2021 -22,PPO,All (UG),0,0,0,1,1,0,0,1,0,1,12.5
299,Placement-Report_modified_2021-22.csv,6,Productdossier,2021 -22,,All(UG),0,0,0,1,1,0,0,1,0,1,3
300,Placement-Report_modified_2021-22.csv,5,ITC Infotech,2021 -22,6.82,All(UG),1,1,0,2,1,1,0,2,1,3,4.5
301,Placement-Report_modified_2021-22.csv,4,Reliance,2021 -22,6.82,All(UG),0,0,0,0,0,0,0,0,0,0,4.25
302,Placement-Report_modified_2021-22.csv,3,RBL Bank,2021 -22,NC,All (UG),1,1,0,4,4,0,3,2,6,8,9
303,Placement-Report_modified_2021-22.csv,2,RBL Bank,2021 -22,PPO,CE & IT (UG),1,1,0,0,0,0,0,0,1,1,9
304,Placement-Report_modified_2021-22.csv,1,Lowe's India,2021 -22,PPO,All (UG),0,0,0,1,1,0,0,0,1,1,19.34
305,Placement-Report_modified_2021-22.csv,80,Berkadia,2021 -22,6.82,CE & IT (UG),3,1,2,0,0,0,0,2,1,3,9
306,Placement-Report_modified_2021-22.csv,79,Innovaccer,2021 -22,NC,All (UG and PG),0,0,0,0,0,0,1,1,0,1,8
307,Placement-Report_modified_2021-22.csv,78,Emerson,2021 -22,6.82,All (UG),0,0,0,3,3,0,3,4,2,6,7.19
308,Placement-Report_modified_2021-22.csv,77,Helpshift,2021 -22,6,All (UG and PG),0,0,0,2,1,1,0,1,1,2,8.5
309,Placement-Report_modified_2021-22.csv,76,MetaMorphoSys,2021 -22,6.82,All (UG),0,0,0,0,0,0,1,1,0,1,6.5
310,Placement-Report_modified_2021-22.csv,75,HDFC Bank,2021 -22,5.68,All (UG),7,6,1,13,13,0,4,16,8,24,9.5
311,Placement-Report_modified_2021-22.csv,74,Tracelink,2021 -22,7.5,All (UG),0,0,0,3,2,1,2,5,0,5,11.5
312,Placement-Report_modified_2021-22.csv,73,Espressif Systems,2021 -22,8,All (UG and PG),5,5,0,1,1,0,0,6,0,6,18.9
313,Placement-Report_modified_2021-22.csv,72,HSBC,2021 -22,6,All (UG),0,0,0,14,8,6,0,7,7,14,9
314,Placement-Report_modified_2021-22.csv,71,HashedIn,2021 -22,6,All (UG),0,0,0,4,2,2,0,4,0,4,8
315,Placement-Report_modified_2021-22.csv,81,Turtlemint,2021 -22,7,All (UG),2,2,0,1,1,0,0,2,1,3,19
316,Placement-Report_modified_2021-22.csv,67,miniOrange,2021 -22,NC,All (UG and PG),0,0,0,3,3,0,1,4,0,4,10
317,Placement-Report_modified_2021-22.csv,66,miniOrange,2021 -22,NC,All (UG and PG),1,0,1,6,5,1,1,6,2,8,9
318,Placement-Report_modified_2021-22.csv,65,miniOrange,2021 -22,NC,All (UG and PG),2,1,1,7,6,1,1,8,2,10,8
319,Placement-Report_modified_2021-22.csv,64,Fiserv,2021 -22,6.82,All (UG),2,2,0,0,0,0,3,2,3,5,8.85
320,Placement-Report_modified_2021-22.csv,63,Sophos Technologies,2021 -22,6.82,All (UG),0,0,0,1,0,1,0,1,0,1,7.87
321,Placement-Report_modified_2021-22.csv,62,Celebal Technologies,2021 -22,6.82,All (UG and PG),1,0,1,0,0,0,0,1,0,1,8
322,Placement-Report_modified_2021-22.csv,61,Celebal Technologies,2021 -22,6.82,All (UG and PG),0,0,0,2,2,0,0,2,0,2,5
323,Placement-Report_modified_2021-22.csv,60,Mindstix,2021 -22,NC,All (UG and PG),0,0,0,1,0,1,0,1,0,1,5.3
324,Placement-Report_modified_2021-22.csv,59,Trilogy Innovations,2021 -22,NC,All (UG and PG),0,0,0,0,0,0,1,1,0,1,36.5
325,Placement-Report_modified_2021-22.csv,58,Publicis Sapient,2021 -22,6.5,All (UG),0,0,0,8,5,3,0,4,4,8,6.5
326,Placement-Report_modified_2021-22.csv,57,Zensar,2021 -22,6.82,All (UG),2,2,0,10,8,2,1,9,4,13,7
327,Placement-Report_modified_2021-22.csv,56,Accenture,2021 -22,NC,All (UG and PG),2,2,0,1,1,0,0,3,0,3,6.5
328,Placement-Report_modified_2021-22.csv,55,RIA Advisory,2021 -22,7.5,All (UG),0,0,0,4,2,2,1,2,3,5,5.5
329,Placement-Report_modified_2021-22.csv,54,Ittiam,2021 -22,7.5,All (UG and PG),0,0,0,2,2,0,1,2,1,3,10.4
330,Placement-Report_modified_2021-22.csv,53,IDeaS,2021 -22,8,CE & IT (UG),5,4,1,0,0,0,0,4,1,5,10.17
331,Placement-Report_modified_2021-22.csv,52,Deloitte,2021 -22,6.5,All (UG),3,2,1,2,2,0,2,4,3,7,7.6
332,Placement-Report_modified_2021-22.csv,51,Amdocs,2021 -22,6.82,All (UG),2,1,1,24,16,8,3,15,14,29,6
333,Placement-Report_modified_2021-22.csv,50,Ubisoft,2021 -22,NC,All (UG),0,0,0,3,0,3,0,1,2,3,7.5
334,Placement-Report_modified_2021-22.csv,49,Sell.do,2021 -22,8,CE & IT (UG),0,0,0,0,0,0,1,0,1,1,7.8
335,Placement-Report_modified_2021-22.csv,48,Sell.do,2021 -22,8,CE & IT (UG),3,3,0,0,0,0,2,4,1,5,13.26
336,Placement-Report_modified_2021-22.csv,47,Deutsche Bank,2021 -22,7.95,All (UG),6,6,0,0,0,0,1,6,1,7,19.63
337,Placement-Report_modified_2021-22.csv,46,Deutsche Bank,2021 -22,PPO,All (UG),2,2,0,0,0,0,1,2,1,3,19.63
338,Placement-Report_modified_2021-22.csv,45,Interactive Brokers,2021 -22,7.4,All (UG and PG),1,0,1,0,0,0,0,1,0,1,9.35
339,Placement-Report_modified_2021-22.csv,44,Infogen Labs,2021 -22,6,CE & IT (UG),6,6,0,0,0,0,5,7,4,11,8
340,Placement-Report_modified_2021-22.csv,43,LTI,2021 -22,6.82,All (UG),0,0,0,1,1,0,0,1,0,1,8
341,Placement-Report_modified_2021-22.csv,42,LTI,2021 -22,6.82,All (UG),0,0,0,2,2,0,0,0,2,2,6.5
342,Placement-Report_modified_2021-22.csv,41,LTI,2021 -22,6.82,All (UG),0,0,0,2,1,1,0,2,0,2,5
343,Placement-Report_modified_2021-22.csv,40,OFSS,2021 -22,7,All (UG and PG),3,3,0,10,5,5,1,11,3,14,6.56
344,Placement-Report_modified_2021-22.csv,39,Elastic Run,2021 -22,8,CE & IT (UG & PG),1,1,0,0,0,0,1,1,1,2,8
345,Placement-Report_modified_2021-22.csv,38,Druva,2021 -22,7,CE & IT (UG),5,4,1,0,0,0,5,8,2,10,15
346,Placement-Report_modified_2021-22.csv,37,Acquia,2021 -22,6.82,CE & IT (UG),2,1,1,0,0,0,3,1,4,5,8
347,Placement-Report_modified_2021-22.csv,36,Paytm Money,2021 -22,7.95,CE & IT (UG & PG),9,7,2,0,0,0,2,10,1,11,16
348,Placement-Report_modified_2021-22.csv,35,Aspect Ratio,2021 -22,NC,All (UG),1,1,0,1,1,0,0,2,0,2,10
349,Placement-Report_modified_2021-22.csv,34,ION,2021 -22,6.82,All (UG),6,4,2,2,2,0,2,7,3,10,14.1
350,Placement-Report_modified_2021-22.csv,82,Veras Retail,2021 -22,6.82,All (UG),0,0,0,1,1,0,0,1,0,1,7
351,Placement-Report_modified_2021-22.csv,83,Lentra AI,2021 -22,6.82,All (UG),1,1,0,2,1,1,0,3,0,3,7.5
352,Placement-Report_modified_2021-22.csv,84,Bajaj Finance,2021 -22,NC,All (UG),40,33,7,20,15,5,23,68,15,83,12
353,Placement-Report_modified_2021-22.csv,85,CLSA,2021 -22,6.82,CE & IT (UG),0,0,0,0,0,0,1,1,0,1,8
354,Placement-Report_modified_2021-22.csv,86,Ryussi Technologies,2021 -22,7,CE & IT (UG),0,0,0,0,0,0,2,2,0,2,7.5
355,Placement-Report_modified_2021-22.csv,87,Honeywell,2021 -22,6.82,All (UG),1,1,0,1,0,1,1,1,2,3,5.5
356,Placement-Report_modified_2021-22.csv,88,RedPanda,2021 -22,6.82,All(UG),0,0,0,1,1,0,0,0,1,1,6
357,Placement-Report_modified_2021-22.csv,89,Acuitilabs,2021 -22,6.82,All(UG),1,1,0,0,0,0,0,1,0,1,8
358,Placement-Report_modified_2021-22.csv,90,Media.net,2021 -22,7.5,ALL(UG),1,1,0,0,0,0,0,1,0,1,15.77
359,Placement-Report_modified_2021-22.csv,91,Ciena,2021 -22,7,ALL(UG),0,0,0,1,1,0,0,1,0,1,11.38
360,Placement-Report_modified_2021-22.csv,92,PharmEasy,2021 -22,6.82,CE & IT (UG),2,1,1,0,0,0,0,2,0,2,20
361,Placement-Report_modified_2021-22.csv,93,Neal Analytics,2021 -22,6.82,CE & IT (UG),2,2,0,0,0,0,2,2,2,4,7
362,Placement-Report_modified_2021-22.csv,118,Mindtree,2021 -22,6.82,All(UG),0,0,0,1,1,0,0,1,0,1,4.5
363,Placement-Report_modified_2021-22.csv,117,Sell.do,2021 -22,6.82,All(UG),0,0,0,1,1,0,0,1,0,1,3.85
364,Placement-Report_modified_2021-22.csv,116,Vodafone,2021 -22,6.82,All (UG),1,1,0,1,0,1,0,1,1,2,4.25
365,Placement-Report_modified_2021-22.csv,115,i3Systems,2021 -22,NC,All (UG),0,0,0,1,1,0,1,1,1,2,4.5
366,Placement-Report_modified_2021-22.csv,114,Atos,2021 -22,6.82,All (UG),0,0,0,2,0,2,0,0,2,2,3.1
367,Placement-Report_modified_2021-22.csv,113,Capgemini,2021 -22,NC,All (UG),0,0,0,1,1,0,0,1,0,1,4
368,Placement-Report_modified_2021-22.csv,112,TCS Ninja,2021 -22,6.82,All (UG and PG),0,0,0,1,1,0,0,0,1,1,3.36
369,Placement-Report_modified_2021-22.csv,111,Accenture,2021 -22,NC,All (UG and PG),0,0,0,6,5,1,1,2,5,7,4.5
370,Placement-Report_modified_2021-22.csv,110,Cognizant,2021 -22,6.82,All (UG and PG),0,0,0,3,1,2,0,4,1,5,4
371,Placement-Report_modified_2021-22.csv,109,Persistent,2021 -22,6.82,E&TC (UG),0,0,0,4,4,0,,2,2,4,4.71
372,Placement-Report_modified_2021-22.csv,108,Sandvine,2021 -22,7.5,All (UG),1,1,0,0,0,0,0,1,0,1,15.25
373,Placement-Report_modified_2021-22.csv,107,Cumulus,2021 -22,,All(UG),2,2,0,2,1,1,0,2,2,4,8.53
374,Placement-Report_modified_2021-22.csv,106,Finvu,2021 -22,,All(UG),0,0,0,2,1,1,0,2,0,2,7.5
375,Placement-Report_modified_2021-22.csv,105,Tripstack,2021 -22,,All(UG),0,0,0,1,1,0,0,0,1,1,5.5
376,Placement-Report_modified_2021-22.csv,104,T Systems,2021 -22,,All(UG),1,0,1,0,0,0,1,1,1,2,7.5
377,Placement-Report_modified_2021-22.csv,103,LogiQuad,2021 -22,7.38,All(UG),1,0,1,1,1,0,0,2,0,2,7.5
378,Placement-Report_modified_2021-22.csv,102,Rocket Software,2021 -22,NC,All(UG),1,0,1,1,1,0,0,2,0,2,10.5
379,Placement-Report_modified_2021-22.csv,101,Amazon,2021 -22,6.5,All (UG),0,0,0,0,0,0,1,0,1,1,30.18
380,Placement-Report_modified_2021-22.csv,100,Amazon,2021 -22,6.5,All (UG),6,6,0,1,1,0,4,9,2,11,44.14
381,Placement-Report_modified_2021-22.csv,99,Amazon,2021 -22,PPO,All (UG),1,1,0,0,0,0,0,1,0,1,112
382,Placement-Report_modified_2021-22.csv,98,Microsoft,2021 -22,PPO,All (UG),1,1,0,0,0,0,1,0,2,2,44.7
383,Placement-Report_modified_2021-22.csv,97,Varian Medical System,2021 -22,6.82,All (UG),0,0,0,1,1,0,0,0,1,1,8.5
384,Placement-Report_modified_2021-22.csv,70,FlexTrade,2021 -22,NC,All (UG),0,0,0,0,0,0,1,1,0,1,11
385,Placement-Report_modified_2021-22.csv,68,miniorange,2021 -22,NC,All (UG and PG),1,1,0,0,0,0,0,0,1,1,11
386,Placement-Report_modified_2021-22.csv,96,CION Digital,2021 -22,8,CE & IT (UG),2,2,0,0,0,0,0,1,1,2,20.15
